mu,global_avg_wasserstein_distance,global_avg_r_hat,global_avg_ess,global_avg_runtime,global_avg_wasserstein_distance_std,global_avg_r_hat_std,global_avg_ess_std,global_avg_runtime_std
5,0.05009723184885808,1.009285386727968,2253.7247376071386,4.923351635932923,0.027208681600289775,0.0020732869512837893,228.51890791084466,2.595286820576855
6,0.05944421015973501,1.0145990728949386,1398.7043722670714,4.569584460258484,0.042167792550667584,0.003561833097363519,206.32308783102224,0.1197820348020144
7,0.08890573333840544,1.02539972179165,788.4119348625638,4.559200196266175,0.05988116156162426,0.00639872433881829,195.43718925955932,0.1243422655585357
8,0.15563375777663574,1.0542827141629225,333.3613979985852,4.57461754322052,0.10983989910761917,0.021394791921352022,159.8826867474976,0.12652177165220874
9,0.3302060749616236,1.1210030216497178,134.89485324426983,4.6012841796875,0.26369631793789317,0.04771814061437719,72.56208937174264,0.14162667124616535
10,0.9396171165232257,1.2653726476387939,61.494855200720195,4.5676610565185545,0.649141080111642,0.08706138565216007,19.82063044121901,0.10825430225581624
11,2.312296787619978,1.4713595602700211,39.03378280663217,4.607099237442017,0.989292148512954,0.0916913771307321,4.831021544925498,0.14002640939101454
12,3.3680880150501435,1.5719787130688416,34.85733821583867,4.564063262939453,1.2376347833951993,0.0880952591920558,3.3618159239372516,0.14316712856344882
13,4.015629858227187,1.6028204855605444,33.77639976160251,4.538659167289734,1.5462291864021165,0.07263973582121153,2.331651824299332,0.14400769262554536
14,4.561734171607588,1.6174292176252154,33.31556866658534,4.571986489295959,1.6186648599449769,0.06378596537127333,1.9027154377784112,0.15215388858230228
15,4.952451346176991,1.6197684305465194,33.28468841869253,4.566177730560303,1.765985480333215,0.06581701943956736,1.9840889655039742,0.14649784499857485
16,5.299823325855561,1.6195540557823258,33.29364355072919,4.564547824859619,1.9404916233387048,0.0684587749278027,2.0596200726592158,0.1344223150141502
17,5.714799757459982,1.6204242679185359,33.28753465742659,4.55634135723114,2.05410767248614,0.06834678579930578,2.0446178829716772,0.12427292640784719
18,6.111883426818026,1.6225459932055792,33.202845453016614,4.56359815120697,2.1500706576069577,0.0655991913242301,1.9701046484281226,0.12511383750004554
19,6.50439986953749,1.625710648401435,33.10309232036265,4.560607399940491,2.2095485106854897,0.06403691163734503,1.913709321046896,0.11965783647601312
20,6.9146934652940715,1.6266423834713297,33.082799233104105,4.568959012031555,2.339023994626104,0.06422197646002101,1.9234301498828972,0.15089136065197706
