dimension,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
2,162.15505560704295,1.8926356160078163e-44,29.605327256493997
5,177.63470098550343,1.3485408271398264e-45,32.4315109084818
10,186.27291017541486,3.4067185550470217e-46,34.00862491840277
15,152.150467174063,1.1973304081774254e-43,27.77874766872787
30,147.35121788668698,3.0295388447417322e-43,26.902528637465725
