mu,sampler,wasserstein_distance,reference_swd,relative_swd,swd_zscore,r_hat,ess,runtime
"(-10, 20, -30)",DEMetro,0.2427608003753355,0.027483879106486826,0.21527692126884868,25.386213940356836,1.0232050832928736,195.37832448435387,2.5583858489990234
"(-5, 0, 5)",DEMetro,0.24509277348834618,0.029149911867125546,0.21594286162122064,36.72107122489049,1.0510995776757572,148.84248194401258,2.7538275718688965
"(0, 0, 0)",DEMetro,0.2702379717201298,0.026708044659291608,0.2435299270608382,42.04294274199023,1.0253983107207678,147.5879983775567,2.6996216773986816
"(50, -50, 100)",DEMetro,0.2590592415638582,0.026398805194255387,0.2326604363696028,70.56404073710976,1.1474910563244956,22.375610008395704,2.607471227645874
