mu,sampler,wasserstein_distance,swd_zscore,r_hat,ess,runtime
"(10, -10)",DEMetro,2.7236463676367437,82.61486779679336,1.0250200092481776,423.0864201971073,10.16883373260498
"(20, 20)",DEMetro,8.80297665606291,147.1438119574342,1.0058078109804494,1312.4626393408334,14.10553765296936
"(5, 5)",DEMetro,0.2485288188699389,3.459673981560956,1.0240782069223888,479.76327879025996,10.3712637424469
"(50, -50)",DEMetro,17.665002164922733,92.62714743839184,1.2660317377881571,28.577717885039682,19.60823130607605
