mm,ws_t_stat,ws_p_value,ws_paired_cohens_d
5,-0.009339872388796494,0.9926453402447104,-0.0020884589562522307
8,-0.4382696331027955,0.6661332431178064,-0.09800006920917427
10,2.7181464332447267,0.01364406064287147,0.6077960197533803
12,1.6865420858676112,0.10804236377693299,0.3771222750914266
15,0.1511034837146959,0.8814868503675888,0.03378776612230924
18,0.4100671070338035,0.6863435428481637,0.09169379266642667
