mm,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
5,3.818291337763705,0.00116030166033386,0.8537958989138253
8,6.873078667216244,1.4785522236024534e-06,1.5368671114599175
10,6.130977064730023,6.8071022561807705e-06,1.370928148522846
12,4.15228844429895,0.0005411375334107155,0.9284799223639301
15,4.064303262486847,0.0006615329411260877,0.9088058376094761
18,6.160385967120199,6.398618150436151e-06,1.377504179011655
