mu,global_median_mean_rmse,global_median_var_rmse,global_median_wasserstein_distance,global_median_runtime,global_median_ess,global_median_ess_per_sec,global_median_r_hat,global_median_mmd_rff,global_q25_mean_rmse,global_q25_var_rmse,global_q25_wasserstein_distance,global_q25_runtime,global_q25_ess,global_q25_ess_per_sec,global_q25_r_hat,global_q25_mmd_rff,global_q75_mean_rmse,global_q75_var_rmse,global_q75_wasserstein_distance,global_q75_runtime,global_q75_ess,global_q75_ess_per_sec,global_q75_r_hat,global_q75_mmd_rff,ws_mcmc_mean,ws_iid_mean,ws_iid_std,mean_rmse_mcmc_mean,mean_rmse_iid_mean,mean_rmse_iid_std,var_rmse_mcmc_mean,var_rmse_iid_mean,var_rmse_iid_std,mmd_rff_mcmc_mean,mmd_rff_iid_mean,mmd_rff_iid_std,ws_glass_delta,ws_t_stat,ws_p_value,var_rmse_glass_delta,var_rmse_t_stat,var_rmse_p_value,mean_rmse_glass_delta,mean_rmse_t_stat,mean_rmse_p_value,mmd_rff_glass_delta,mmd_rff_t_stat,mmd_rff_p_value
"(0.0, 0.0)",0.04673091974835275,0.05935622450852693,0.056404406297846106,0.5832647085189819,,,,0.02680124837031645,0.030588886781711885,0.03803640033221781,0.0485696906507579,0.581855833530426,,,,0.021991002403507112,0.05583083099655213,0.07850004279804054,0.06252792360760182,0.584733784198761,,,,0.03399980418979997,0.057553431612048137,0.030462614816118522,0.004821722748913012,0.04513818373598868,0.02228820751312202,0.009619845555761265,0.05820683073737677,0.030634338633378916,0.01611741662109454,0.0286365490121957,0.014742140642173534,0.0036917442108231635,5.618493266133323,6.44100151546396,1.8994433338343418e-06,1.7107265234994837,3.988353601565689,0.00037023687051716413,2.375295537793946,3.985410891595039,0.0005124609180987575,3.7636433015287567,5.345736121917031,1.9300822717364793e-05
