mm,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
5,0.34470206905369916,0.7368186952724205,0.0995069161791871
8,-0.9616814455559641,0.3568732040072524,-0.27761352073320217
10,0.5868458002224685,0.5691555183040582,0.16940779036562176
12,0.4174894243609176,0.6843529648911312,0.12051881576929885
15,0.6331766022810189,0.539559058681333,0.18278234088575945
18,-1.4624149418681172,0.17160337139776488,-0.4221628301772442
