nu,ws_t_stat,ws_p_value,ws_paired_cohens_d
2.1,0.786132173298502,0.4757467223915063,0.3515689957590191
3.0,-2.0026127019234163,0.11577068994029138,-0.8955956268210565
4.0,-1.2408981015447953,0.2824484093798026,-0.5549465016409197
10.0,-4.162302433182163,0.014118833911199028,-1.8614382367016187
50.0,-4.92963022116135,0.007874926105974256,-2.20459765569082
