mm,ws_t_stat,ws_p_value,ws_paired_cohens_d
5,6.276559246326838,5.016388199374274e-06,1.4034813139591655
8,7.3729552367416415,5.511052983336542e-07,1.6486429104417364
10,5.4664423678812275,2.835393757726248e-05,1.2223336729667338
12,5.098314737613343,6.385814019432667e-05,1.1400178323992438
15,7.313395838596012,6.187734224131996e-07,1.6353250241464763
18,8.746596010854462,4.345248038717132e-08,1.9557983251999065
