mm,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
5,5.863043681233791,1.2022804474558922e-05,1.3110164226289365
8,7.850612119499329,2.2149169434840684e-07,1.75545023641842
10,5.260980918691198,4.453130062939726e-05,1.1763910962522812
12,5.090635650611783,6.495822758381521e-05,1.1383007363451816
15,7.600386793782636,3.556995598353369e-07,1.699498152618965
18,8.70005996345242,4.716823934707895e-08,1.9453925486603945
