mm,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
5,2.1450955355930406,0.045084232537380614,0.4796579435817358
8,-0.4270712020934235,0.6741279539562247,-0.09549602391134453
10,-1.6604204441127866,0.11324367729039118,-0.3712812984266581
12,-0.07013797351888253,0.9448168041876708,-0.015683327659230147
15,0.21559638917047233,0.8315999031623612,0.04820881818886756
18,-0.5643345301566016,0.5791282717184758,-0.12618903714805663
