mm,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
5,3.9831901506018936,0.000796185116435384,0.8906683944053458
8,3.178688287705455,0.00494474197628629,0.7107763090591807
10,2.837713044723837,0.010521213747427061,0.63453192686404
12,3.407866495971301,0.002951474116964789,0.7620221143235842
15,3.7116534222280384,0.0014799010084735767,0.8299509361021622
18,4.191532304783094,0.000494783137414492,0.9372551163381365
