mode_means,sampler,wasserstein_distance,r_hat,ess,chain_seeds,mode_distance
"(0, 8)",HMC,0.44158780407933,1.2409499569269993,11.747067861487132,"[401648, 545538, 132382, 495618]",8
"(0, 10)",HMC,1.6839762168114147,1.0001090832195134,25296.39667725544,"[401648, 545538, 132382, 495618]",10
"(0, 15)",HMC,2.4927144377434542,1.00010798015701,34604.14377345778,"[401648, 545538, 132382, 495618]",15
"(0, 20)",HMC,3.2932729501704703,1.0003709384768096,34582.400189936845,"[401648, 545538, 132382, 495618]",20
