mu,sampler,wasserstein_distance,r_hat,ess,runtime
5,Metro,0.10149963200224829,1.0077506003100727,1915.9103389238367,4.798801898956299
6,Metro,0.07669257800394055,1.0191827959554565,1045.7403134592932,4.729053497314453
7,Metro,0.08826083535701416,1.0464617839189272,353.9512397397001,4.582219839096069
8,Metro,0.6866693856743024,1.1300802334921207,104.84766486105322,4.599186658859253
9,Metro,0.4799263289915811,1.2814407438786026,54.08236097642989,4.604064702987671
10,Metro,0.4794034982652934,1.4267854714092798,40.19190455267632,4.554820537567139
11,Metro,0.9534440905406647,1.5517436321195444,35.17655207949131,4.742445230484009
12,Metro,0.14868180583253146,1.6440381466855325,32.48995099979353,4.712947368621826
13,Metro,0.6330081581466187,1.6684369029225528,31.858962058977298,4.766144037246704
14,Metro,0.050347479883940574,1.6759814652329117,31.695514558838752,4.869103670120239
15,Metro,0.03389639955219019,1.6759814652329117,31.695514558838752,4.684769153594971
16,Metro,0.14613699187235193,1.6759814652329117,31.695514558838752,4.508482217788696
17,Metro,0.024964402672509274,1.6759814652329117,31.695514558838752,4.792165517807007
18,Metro,0.05764484466720454,1.6759814652329117,31.695514558838752,4.657217979431152
19,Metro,0.06036126090398971,1.6759814652329117,31.695514558838752,4.789396286010742
20,Metro,0.038676623434727844,1.6759814652329117,31.695514558838752,4.801406145095825
