a,sampler,wasserstein_distance,r_hat,ess,runtime
1,Metro,0.11972477008462586,1.004521890532512,4625.453585608194,5.991121292114258
2,Metro,0.1358086976257205,1.0050771390456004,4323.71046337269,6.066319227218628
3,Metro,0.17468525574472177,1.0105485827303327,1928.3460356719804,5.9549643993377686
5,Metro,0.2050917581813197,1.0098898444102509,1851.1562421455144,6.087589502334595
