a,sampler,wasserstein_distance,r_hat,ess,runtime
1,DEMetro,0.14124967938157532,1.0039094966300126,4837.8854281840595,9.193703651428223
2,DEMetro,0.1194863462398758,1.0067419002015703,3607.31810083098,9.169583082199097
3,DEMetro,0.10791313541118401,1.0057940307687165,3975.7667581443034,9.35937762260437
5,DEMetro,0.11062284381098526,1.006964274009964,2946.8423757932082,9.456204175949097
