a,sampler,wasserstein_distance,r_hat,ess,runtime
1,HMC,0.07693394214250532,1.0021906554758209,12013.830826706877,12.714967966079712
2,HMC,0.16530050490116138,1.0546153011336536,236.07500613814796,13.121766805648804
3,HMC,0.09747977766587188,1.0034006820637023,7388.467088539113,13.002163410186768
5,HMC,0.45892468012316356,1.0049652273990701,4151.930036251559,13.74659013748169
