nu,sampler,wasserstein_distance,swd_zscore,r_hat,ess,runtime
1,Metro,8.656443721596498,0.4428006457588412,1.07135648396631,131.19182756999916,5.998358488082886
2,Metro,0.7199801162671366,1.5952862354718307,1.035405810946233,287.4076713928193,4.850965261459351
5,Metro,0.6320785951541965,7.9153815265363585,1.0418941719693522,352.1813845002991,4.331130266189575
10,Metro,1.2572008610746632,46.9319095775923,1.0206864533046298,396.4950131468233,5.702073335647583
