alpha,global_median_wasserstein_distance,global_median_mmd_rff,global_median_r_hat,global_median_ess,global_median_runtime,global_q25_wasserstein_distance,global_q25_mmd_rff,global_q25_r_hat,global_q25_ess,global_q25_runtime,global_q75_wasserstein_distance,global_q75_mmd_rff,global_q75_r_hat,global_q75_ess,global_q75_runtime,ws_dist_glass_delta,mmd_rff_glass_delta
0,0.04345850407703154,0.019459815366605866,1.0041160051414018,870.4655673928319,1.0060629844665527,0.033983228788732014,0.014848857477742661,1.0026945550364528,797.8353235889514,0.9917332530021667,0.05248916199241695,0.02746231154567514,1.0062109141171023,958.0353406316359,1.0305865406990051,2.746102100540433,2.1864768369905785
2,0.029177729875663083,0.015153578476553922,1.0044334923896021,882.9144470071749,1.1491302251815796,0.021994848610635845,0.008781879944193424,1.0034646913840317,811.1272713523138,1.1290584802627563,0.040802414403730405,0.022932901207392963,1.0060417134920034,966.901799730688,1.1803218722343445,1.7064981922142195,1.0517907165424192
4,0.02743432757343155,0.015325966310106364,1.0051678979051228,828.9196890626547,1.1799683570861816,0.02116960641606194,0.009379147314309739,1.0034951987560128,750.2830670920464,1.1402873992919922,0.035618887747123726,0.02205023199279532,1.007484865830575,876.7436967357056,1.4497551321983337,1.788593414453311,1.2620012403322185
6,0.023570785444777035,0.013155193549925736,1.0050160808943063,770.4998826522182,1.1626152992248535,0.017825699390766437,0.00932234379294983,1.0035458888512967,716.8075645203592,1.136195182800293,0.03241383037283804,0.019239059996999375,1.0068947917726858,831.3757109069036,1.2193657755851746,1.3750381362447759,0.9981371203099555
8,0.02461705264640926,0.01410569587116589,1.005499160715347,740.8311380511655,1.197006106376648,0.019913431306019178,0.008896747718761174,1.003465430506959,689.0764753506592,1.1420795321464539,0.035369088892610506,0.022525601227131965,1.0073079692509317,789.5488948444861,1.4374657273292542,2.153532170761503,1.4428758989384416
10,0.02535527283423751,0.01469237398607694,1.005154353272204,731.5218956197994,1.1649917364120483,0.019314112630036614,0.008909749213486418,1.0039506005560577,647.4583873984701,1.1374662518501282,0.03531538190653524,0.023703090515495618,1.007396481864057,774.022325392422,1.2428244948387146,2.134280912087436,1.6604143224985728
80,0.02616476055575843,0.017023146992181878,1.0067628545929483,614.2631996737891,1.1701048612594604,0.01975395409137508,0.010293026581042027,1.0049810854060226,561.0063642433189,1.1481754779815674,0.03687706557030395,0.023258917504630112,1.0089513192420247,662.1923332836751,1.4323302507400513,2.117447598701433,1.782994211608924
100,0.024091135466939355,0.014038660960532653,1.0070765159617716,607.3162164973036,1.1587164402008057,0.01804794550059996,0.008126561142677798,1.005036608461104,552.3191924246032,1.1393410563468933,0.03206087622364383,0.019835556045774985,1.008731345085534,654.7867990491623,1.1950032114982605,1.390669899240614,1.075992347966198
