nu,sampler,wasserstein_distance,r_hat,ess,runtime
1,DEMetro,5.726912310041923,1.0273286035392335,490.6066790484038,4.082915782928467
2,DEMetro,0.3156104644281342,1.0264914623394366,635.7064677706138,3.668224573135376
5,DEMetro,0.2560518178077537,1.0223229702146497,420.0164961807906,3.9257924556732178
10,DEMetro,0.2325970647270414,1.0253628402699737,574.2613712215197,3.687450647354126
