nu,sampler,wasserstein_distance,r_hat,ess,runtime
1,HMC,4.579149457942922,1.0306262096468934,480.83216513106817,15.663422346115112
2,HMC,0.2343566799564353,1.05326608578154,189.51709281704788,12.305262088775635
5,HMC,0.955307377301734,1.1744948652609648,39.10570382386995,9.819455862045288
10,HMC,0.11665276512714481,1.0963520361158308,65.46625258953526,9.473031997680664
