mu,global_avg_wasserstein_distance,global_avg_mmd_rff,global_avg_swd_zscore,global_avg_r_hat,global_avg_ess,global_avg_runtime,global_avg_wasserstein_distance_std,global_avg_mmd_rff_std,global_avg_swd_zscore_std,global_avg_r_hat_std,global_avg_ess_std,global_avg_runtime_std,ws_dist_cohens_d,ws_dist_glass_delta,mmd_rff_cohens_d,mmd_rff_glass_delta
"(10, 10)",3.121557256553193,0.3081732731976581,23.367589186049095,1.2558940593972259,55.44248081457546,3.4763290882110596,2.0201420051633856,0.1533526674997367,16.005962362038257,0.38299445794227116,45.1369492980515,0.49288498807103887,2.0606354447115285,23.3675891860491,2.490612990485848,35.89307585052693
"(3, 3)",0.30723264297624586,0.124388049938518,7.344230721058248,1.1245546839363294,44.10362458861088,3.431988787651062,0.1304400763897356,0.04200165179097762,4.494004495396144,0.0748603863254282,25.072836118955635,0.48987230764822587,2.2559713063139677,7.344230721058251,2.818014843141303,8.930097233564947
