nu,ws_t_stat,ws_p_value,ws_paired_cohens_d
2.1,7.479332230607673,3.043024456267087e-08,1.3655329925930844
2.5,8.833004931873456,1.0185196427777246e-09,1.612678683913825
3.0,11.025869986437485,6.8824205698233515e-12,2.0130392358969966
4.0,9.375150257073646,2.7939285894478397e-10,1.7116604252665308
10.0,9.017715489740095,6.526619003037807e-10,1.6464020636314654
50.0,8.125350085338917,5.840759866829625e-09,1.4834791764555506
