nu,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
2.1,-5.545606078580545,5.576025572566598e-06,-1.012484514758777
2.5,-4.195135918455739,0.0002349560163403659,-0.7659235247794537
3.0,-3.729962506143072,0.0008284444668144341,-0.680994867754354
4.0,-3.5135664873927626,0.0014710152355796305,-0.641486540813069
10.0,-2.1680930277070845,0.038497940606343574,-0.3958378193482811
50.0,-1.3553513474332595,0.18576875107293528,-0.2474521687780726
