correlation,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
0.0,0.6975209903849975,0.4910316824269153,0.1273493269224024
0.3,2.761698960398432,0.009872618665791063,0.5042149392162625
0.5,2.2411872406262985,0.03283595270837051,0.40918293576126075
0.9,2.5535386640044844,0.01618325942505381,0.4662102425789537
0.95,3.4368941300927816,0.0017986893156761038,0.6274881476029704
0.99,2.0600936532927903,0.04846322603467445,0.376119921493896
