mu,global_avg_wasserstein_distance,global_avg_r_hat,global_avg_ess,global_avg_runtime,global_avg_wasserstein_distance_std,global_avg_r_hat_std,global_avg_ess_std,global_avg_runtime_std
5,0.09746925751006433,1.0345561187983594,519.7553690487625,6.114080767631531,0.06973138645298994,0.008451617725650003,122.0591352528753,0.11728499106075924
6,0.2130810483494187,1.108629007282235,136.65639347955408,6.012070927619934,0.1411762928179385,0.025688836233379635,44.6213063967748,0.08711005990134439
7,0.4308077216502456,1.2442580960415202,62.33481823888367,5.9750397539138795,0.27498720117442144,0.051452823431733775,11.795892148332854,0.06481604818016123
8,0.7785010847371716,1.450727271730902,39.78094445445171,5.914715266227722,0.5293447865961941,0.07100582281192959,4.516398283149868,0.059917304846407796
9,1.4207587712381105,1.6155636130458582,33.11429468682958,6.05075355052948,0.6615525176027423,0.04017125842489684,1.0918751650425065,0.12476010069131012
10,1.8499659841170941,1.6591169351756097,31.983985311673326,6.135052156448364,0.49394434449579205,0.01751007170053492,0.39555601945229574,0.0916453092432229
11,1.9853536392405773,1.664551479687221,31.869797801279624,5.954965600967407,0.42183724996057376,0.013408044942069474,0.3838695739555985,0.11081748693904306
12,2.3594273769391894,1.6728659947090854,31.67178043701092,5.909780716896057,0.2827452931539287,0.0053482204120910174,0.14490089735644807,0.0546441575941938
13,2.4967444116423643,1.6720345837738384,31.681925956769586,5.925575294494629,0.35878701838979876,0.005596476800388743,0.13045500429637305,0.06683157497670748
14,2.859340364156663,1.6733693718668363,31.66211745466265,6.024937357902527,0.2672276722025796,0.002821982420250022,0.08121534775905143,0.10844282763852994
15,2.9756309637885034,1.6736174999071074,31.658878007825304,6.031097254753113,0.2424163408842961,0.0025116080630101633,0.08016692706050926,0.12865726049700377
16,3.1093518010263366,1.674424503401306,31.625904917708986,5.916902680397033,0.010364781450663559,0.0009077478353978245,0.0564073426896079,0.072473926357449
17,3.3479045834142234,1.6741064001917203,31.63509141815739,5.9231861972808835,0.16971848588821403,0.0019067701372639221,0.06505810193478158,0.06523750654568454
18,3.5723055397496934,1.6743426863947313,31.6334803993502,5.9239425420761105,0.12783564655861668,0.0015222023292472484,0.05478201255997198,0.08294846880393492
19,3.775694050899182,1.674362623913657,31.64345528707835,6.036077632904052,0.13533783731575033,0.0015835914714471262,0.0598666069938018,0.1321415549629636
20,4.066109013450026,1.6745122788975706,31.63581660700009,6.014967031478882,0.01023238844733938,0.0009378593673867107,0.05427913268126601,0.13340788313441662
