nu,sampler,wasserstein_distance,r_hat,ess,runtime
1,HMC,18.02763586597292,1.1353872602000052,547.686385095639,51.30944085121155
2,HMC,0.0925147395331227,1.0347125006197526,464.38634513761474,29.96036720275879
5,HMC,0.32627231041186666,1.0402268914926778,474.5876462718292,25.156256198883057
10,HMC,0.4337944318203906,1.061519139500954,260.3886336760476,23.69512414932251
