correlation,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
0.0,-0.954357616706673,0.3518880020220887,-0.21340085058008096
0.3,-0.3785915970887789,0.7091883640663318,-0.0846556546800721
0.5,-1.7655614163076812,0.09353556002825114,-0.3947915345314781
0.9,3.104834386237857,0.005831930166131969,0.6942620746506686
0.99,7.726643542795007,2.797856884179637e-07,1.7277300199599441
