nu,ws_t_stat,ws_p_value,ws_paired_cohens_d
2.1,-25.2247138417117,4.515332483373477e-16,-5.640417486304723
3.0,-29.85613525220778,1.979224638023417e-17,-6.676034796936442
4.0,-35.20611162001412,9.109392504654674e-19,-7.872325880579681
10.0,-53.48891369432603,3.483297624376906e-22,-11.96048470631324
50.0,-0.3634716379798168,0.7202653580109609,-0.08127472904160647
