nu,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
2.1,-16.465545582769792,1.056513791990633e-12,-3.6818079209694643
3.0,-20.446440475224186,2.131157355303711e-14,-4.5719630800504385
4.0,-16.035288613353565,1.6919537929032547e-12,-3.585599537828691
10.0,-22.92216944871926,2.6336699541987103e-15,-5.125552907910514
50.0,-11.45844169476544,5.628769989506619e-10,-2.562185454571342
