nu,ws_t_stat,ws_p_value,ws_paired_cohens_d
2.1,-67.62040831950183,4.1422758133969375e-24,-15.12038296686984
3.0,-236.86747576335614,1.941230356962312e-34,-52.96517774656482
4.0,-292.8740552682191,3.44511162722984e-36,-65.48862964257683
10.0,-154.995192421468,6.107421884492538e-31,-34.65797864400627
50.0,-54.082927227370135,2.82764649232286e-22,-12.093310170257384
