nu,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
2.1,-1.5705680110717424,0.13278735224147475,-0.3511896836043058
3.0,-0.1337681922507408,0.8949926090237816,-0.0299114771099917
4.0,-11.129746115420406,9.139031376758356e-10,-2.4886868886394247
10.0,-15.918401885377351,1.9265183875146966e-12,-3.559462870886457
50.0,-16.223327146539027,1.3753927678318843e-12,-3.6276462320878955
