mu,global_median_wasserstein_distance,global_median_mmd_rff,global_median_r_hat,global_median_ess,global_median_runtime,global_q25_wasserstein_distance,global_q25_mmd_rff,global_q25_r_hat,global_q25_ess,global_q25_runtime,global_q75_wasserstein_distance,global_q75_mmd_rff,global_q75_r_hat,global_q75_ess,global_q75_runtime,ws_mcmc_mean,ws_iid_mean,ws_iid_std,mmd_mcmc_mean,mmd_iid_mean,mmd_iid_std,ws_dist_glass_delta,mmd_rff_glass_delta
"(-16, 0, 0, 0)",2.7682759145841365,0.14813257835844423,,,1.7043408155441284,1.4184861970407376,0.07734767024229747,,,1.6983925104141235,5.550570380650223,0.27641622715695413,,,2.0747506618499756,3.322432734942445,0.1217484996380689,0.04453901144547237,0.1718307867949825,0.02194820467569441,0.0017805020391688771,71.86248934202025,84.17995532835894
