nu,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
2.1,-0.8909027041757847,0.38412447968585284,-0.19921190078754403
3.0,-1.72597595600397,0.10057791562471814,-0.38593995651550633
4.0,-0.2317350375884333,0.8192213185329129,-0.05181752968162058
10.0,0.5237039954908895,0.6065397908594045,0.11710377340058722
50.0,-1.7644457403370313,0.09372804034235392,-0.39454206180035445
