nu,ws_t_stat,ws_p_value,ws_paired_cohens_d
2.1,-0.6278824408489425,0.5375552757651136,-0.1403987819616726
3.0,3.5367643843447882,0.0022035158309767636,0.790844558379514
4.0,6.852671174560256,1.540444305775654e-06,1.5323038573770058
10.0,6.187072225408655,6.04978547331506e-06,1.3834714077714654
50.0,6.046640197454461,8.133946004900071e-06,1.3520698516990926
