nu,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
2.1,-0.3402773566587508,0.7373809135901588,-0.07608833006929075
3.0,-1.3210165532024738,0.20218566922487205,-0.2953882812363199
4.0,-1.333407881894324,0.19816499546149793,-0.29815906656497193
10.0,-1.5998947823241232,0.12611851907592214,-0.3577473490123968
50.0,-0.7262261291286154,0.47655212012362413,-0.1623890991768124
