mode_means,sampler,wasserstein_distance,r_hat,ess,chain_seeds,mode_distance
"(0, 8)",HMC,1.8936318941224874,1.3033907437508234,10.456019101169208,"[401648, 545538, 132382, 495618]",8
"(0, 10)",HMC,0.01758116212835841,1.7327404908026003,6.039686094010644,"[401648, 545538, 132382, 495618]",10
"(0, 15)",HMC,0.07721351942853696,1.732848031089477,6.030709152542886,"[401648, 545538, 132382, 495618]",15
"(0, 20)",HMC,0.04023799103865296,1.732809704894009,6.03434652546873,"[401648, 545538, 132382, 495618]",20
