nu,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
2.1,-14.466488848073777,8.210050976721408e-10,-3.735231359112337
2.5,-38.54452416606653,1.2996125676680613e-15,-9.952153345510999
3.0,-66.74916087176966,6.206413159492818e-19,-17.234559228645576
4.0,-86.17866512296119,1.750085888707743e-20,-22.251235654640976
10.0,-50.39190768849239,3.1282554883309417e-17,-13.011134617410166
50.0,-3.2757449402966268,0.005522469561045447,-0.8457937066794696
