nu,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
2.1,-94.52512845349023,4.807281106701629e-21,-24.406283219898963
2.5,-84.33788813448383,2.366471633266262e-20,-21.775949079944
3.0,-179.43468519580946,6.138963051877505e-25,-46.32983649968937
4.0,-132.5882755903187,4.233339108043873e-23,-34.23414555091091
10.0,-56.80777485577656,5.8881253343339546e-18,-14.667704396768203
50.0,-52.364059808643134,1.8324927649371572e-17,-13.520342105245598
