mu,sampler,wasserstein_distance,r_hat,ess,runtime
5,HMC,0.10413194814249269,1.0299360333139373,580.954680234538,5.918758392333984
6,HMC,0.08057617368487092,1.1121687571540941,123.01389870447102,6.197185754776001
7,HMC,0.278959671996436,1.290558625190631,51.5928458181647,6.121109962463379
8,HMC,1.5254091725072163,1.4379465834466825,39.59748119325235,5.978420734405518
9,HMC,0.22174475201258365,1.6459163738198321,32.2114448505368,5.926414251327515
10,HMC,0.546160581283101,1.6671089750386643,31.75634361419127,5.905898332595825
11,HMC,0.5158282068568132,1.6677801707794506,31.864208083810922,5.862132549285889
12,HMC,0.6458043675149426,1.6674347479227747,31.71673207038866,5.921553134918213
13,HMC,0.022176637202635904,1.6769478282865873,31.559896584588984,5.877830743789673
14,HMC,0.030495240402862743,1.6763020801137642,31.546929080593465,6.140568494796753
15,HMC,0.03238808364706334,1.6754554669771196,31.610157542674944,6.100800037384033
16,HMC,0.12992664458454717,1.6756387322836015,31.595848141951866,5.950614929199219
17,HMC,0.01884378243976837,1.6746652273843448,31.591285859817916,5.779059171676636
18,HMC,0.03761902033558456,1.6754623545655103,31.612153452813466,5.890519618988037
19,HMC,0.04763491577176635,1.6743139627037718,31.590718831052296,5.900733709335327
20,HMC,0.020171636278765212,1.67587445339634,31.595661933206287,5.8565638065338135
