run_id,b,sampler,wasserstein_distance,mmd_rff,swd_zscore,r_hat,ess,runtime
13,0.5,HMC,0.020341391511521544,0.007147938131269418,0.8103665906361672,1.003235847077525,2401.408878221221,1.7773733139038086
13,1.0,HMC,0.07720048469491993,0.027835377595442006,3.545817492266136,1.0029071329006811,2080.3271951174456,1.6135268211364746
13,2.0,HMC,0.10119701052239144,0.017016170500210554,0.8837290575149275,1.0036703646295975,1838.626809918972,1.5795633792877197
13,5.0,HMC,0.34571559703308785,0.01685824374888513,3.348936462716408,1.0024869504371219,2087.3647678497664,1.5907959938049316
