run_id,mu,sampler,wasserstein_distance,mmd_rff,r_hat,ess,runtime
1,"(0, 0, 0, 0, 0)",SMC,0.021922397764310816,0.01960720668893517,1.0005796001323721,3981.2488607159594,4.1648619174957275
