nu,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
2.1,-10.795846069474516,3.5892357802290674e-08,-2.787475469019573
2.5,-14.978612793331456,5.186437185993977e-10,-3.8674611931908056
3.0,-14.053854761569596,1.2013243887908405e-09,-3.6286896961051234
4.0,-11.87657791886677,1.0679491153366922e-08,-3.0665192326470496
10.0,-38.571871916479296,1.2868835150641003e-15,-9.959214504304658
50.0,-27.58604391614583,1.3255986812363792e-13,-7.122685911665282
