nu,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
2.1,-0.40527573324916977,0.6914001010411022,-0.10464174436640226
2.5,-1.463912047060572,0.16530830499309468,-0.37798046523853357
3.0,-0.16551637041482753,0.8709039067523348,-0.042736143076088334
4.0,-1.5886736973850857,0.1344557981103062,-0.4101937848353465
10.0,-1.924200484212475,0.07489951501073687,-0.49682642867461085
50.0,-3.7213454923730587,0.0022789697452729888,-0.9608472744963263
