mm,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
5,-20.43977423494314,2.1438519957868217e-14,-4.570472463408161
8,-24.736259399403362,6.47888256539741e-16,-5.531195752613404
10,-29.579824285205586,2.353303953256764e-17,-6.614249786421881
12,-25.219155772862372,4.533753248355753e-16,-5.63917466432765
15,-17.92344655241952,2.3130828480114364e-13,-4.0078044882294295
18,-26.088350931452855,2.4228624746491415e-16,-5.833532610359853
