mode_means,sampler,wasserstein_distance,r_hat,ess,chain_seeds
"(0, 4)",Metro,0.33453532322061746,1.0454307915145464,140.35093487248935,"[172395, 947271, 488342, 860625]"
"(0, 5)",Metro,0.5576502207395498,1.0235398019158166,150.15018718550095,"[172395, 947271, 488342, 860625]"
"(0, 6)",Metro,0.4972010167519805,1.0642293292651985,66.3452094239574,"[172395, 947271, 488342, 860625]"
"(0, 7)",Metro,0.4548117937132902,1.052306014284465,76.68324044366936,"[172395, 947271, 488342, 860625]"
"(0, 8)",Metro,0.957438819232725,1.0076035165436013,237.423943819651,"[172395, 947271, 488342, 860625]"
