mm,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
5,-8.429389691324305,0.0010846247999176163,-3.7697376717274227
8,-11.249744347296675,0.0003556662489055205,-5.031038618009873
10,-18.18022192681824,5.3832570499177036e-05,-8.130442414879559
12,-10.042327322555073,0.0005528868101895415,-4.49106530910732
15,-5.198344960353713,0.006523550827786832,-2.32477054036887
18,-4.654401207849495,0.009629733163387787,-2.0815114990617194
