mm,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
5,-9.286735596868589,0.0007479144516841136,-4.15315441673305
8,-15.484732135240339,0.00010152125659218368,-6.924982733554573
10,-8.953851133765756,0.0008606650452045406,-4.004283959102758
12,-8.444819022797843,0.0010770697758348624,-3.776637878531864
15,-16.518805800742655,7.865022774638149e-05,-7.387434535515684
18,-5.810518320735865,0.004365734989276152,-2.5985427899346636
