dimension,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
2,-2.4481823407584242,0.028142061470083257,-0.6321179622824312
5,-3.8755243066922205,0.0016808385012872125,-1.0006560731760676
10,-9.400067930274236,1.9989359906855618e-07,-2.4270871031447023
15,-8.379044948074744,7.956939520177096e-07,-2.1634601027344584
30,-12.727324943465227,4.37903962908893e-09,-3.2861811698540717
