dimension,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
2,-4.662796960586091,0.0003660910743938291,-1.203928998339766
5,-7.05312438206313,5.745226279972294e-06,-1.821108884697332
10,-24.15385882676379,8.215270298016349e-13,-6.236499532180079
15,-24.676839207718675,6.126078494158824e-13,-6.371532485902177
30,-19.521540520355437,1.4927570435020866e-11,-5.040440088509992
