mode_means,sampler,wasserstein_distance,r_hat,ess,chain_seeds,mode_distance
"(0, 8)",HMC,0.7859846576807479,1.004764330291363,962.5302849083602,"[568683, 585651, 963144, 520556]",8
"(0, 10)",HMC,3.8716319624836193,1.732716028225475,6.038999118672377,"[568683, 585651, 963144, 520556]",10
"(0, 15)",HMC,5.831161172329546,1.7328551578458187,6.038630286670026,"[568683, 585651, 963144, 520556]",15
"(0, 20)",HMC,7.748178568824208,1.7328293282463556,6.039393246789937,"[568683, 585651, 963144, 520556]",20
