correlation,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
0.0,-2.273178537938149,0.030602772005397072,-0.4150237208217791
0.3,-4.571334248421929,8.335605183262213e-05,-0.8346076285855384
0.5,-4.830062445509913,4.067613907233414e-05,-0.8818447185214489
0.9,-5.625226316622042,4.4732889735907705e-06,-1.0270211148951967
0.95,-6.0337751538540125,1.4518891720554922e-06,-1.1016115862266822
0.99,-6.287914092692611,7.252233581811972e-07,-1.1480107960741244
