mu,sampler,wasserstein_distance,r_hat,ess,runtime
5,DEMetro,0.020031838209187282,1.0093915173612114,2472.03249724763,6.971017837524414
6,DEMetro,0.12260009431725596,1.0108268343428997,1889.3066710703138,6.703596591949463
7,DEMetro,0.07060380029427271,1.01254706398269,1271.025606643396,7.056490421295166
8,DEMetro,0.03343520773071031,1.0215244804444654,886.835278941135,6.8347203731536865
9,DEMetro,0.10903829987569527,1.0421502156928126,355.8634722800963,7.0994813442230225
10,DEMetro,0.3166266506645797,1.1003906988341925,158.31920195282336,6.995207071304321
11,DEMetro,0.1878327392262764,1.1690708000684555,78.24997001049485,6.862499952316284
12,DEMetro,0.6027360379776228,1.092731890549067,136.42658517144991,6.6692118644714355
13,DEMetro,0.5114769704540824,1.2282177326467734,62.51674785858104,7.1208202838897705
14,DEMetro,1.5113079647719028,1.3860503260531856,42.797310678672964,7.883327484130859
15,DEMetro,2.4934733118983394,1.4578901478055724,38.90170443672661,7.078867435455322
16,DEMetro,3.8996209919324913,1.5518541691118788,35.54519706286416,7.071931600570679
17,DEMetro,3.5963262725711465,1.539495085761913,35.43344474048877,6.709382772445679
18,DEMetro,7.022742392290576,1.6455959660620276,32.35298863743255,6.829040288925171
19,DEMetro,6.693618536822858,1.6785970345480616,31.882121339338333,7.043165683746338
20,DEMetro,6.036000086613399,1.6510292718568227,32.384888647718554,7.297091245651245
