mu,sampler,wasserstein_distance,reference_swd,relative_swd,swd_zscore,r_hat,ess,runtime
"(-10, 10)",HMC,0.032826951291953996,0.02805770039012288,0.004769250901831116,0.5174593704075835,1.0026948252604773,742.1481240051971,3.1269118785858154
"(0, 0)",HMC,0.04616123892289044,0.03019889189803531,0.015962347024855127,1.7857025040346697,1.0091752891439123,852.3450277743235,3.557403802871704
"(20, -20)",HMC,0.029621859740157148,0.0231039645363386,0.006517895203818548,1.2479789891610216,1.0071798201540465,723.3738620011662,3.1548895835876465
"(50, -50)",HMC,0.027303204982114766,0.029928856324589626,-0.0026256513424748607,-0.2808571004999328,1.0018848367357884,687.3933167804131,3.2362544536590576
