mm,ws_t_stat,ws_p_value,ws_paired_cohens_d
0,-65.88668041938162,7.441834350878106e-19,-17.011867733410355
4,-56.71694499758577,6.02097551751772e-18,-14.64425222822745
6,-65.88666141223754,7.44186431609012e-19,-17.011862825786856
8,-66.83108490994108,6.101052246416864e-19,-17.25571192434504
10,-58.95765629107163,3.507555933615142e-18,-15.222801396449423
12,-73.56378260064785,1.597214169190231e-19,-18.994086993088803
