mm,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
0,2.9958639558602447,0.009630133333076633,0.7735287472366533
4,4.990357188901482,0.00019802609289514887,1.2885046856161266
6,4.473388423272756,0.0005252962548127509,1.1550239242968292
8,2.7499472044320608,0.015646605455925278,0.7100333150476675
10,5.052961420978085,0.00017635096022250733,1.3046690288317793
12,3.261646559302348,0.0056795670187851695,0.8421535203595143
