nu,ws_t_stat,ws_p_value,ws_paired_cohens_d
2.1,2.511655248249159,0.017837902923868908,0.4585634120474341
3.0,5.376566860092856,8.909539891889955e-06,0.9816223170691932
4.0,4.819025311592374,4.194226474912504e-05,0.8798296227825017
10.0,11.873549013049846,1.1714894458506774e-12,2.167803544030201
50.0,13.176130605761596,9.044916741830641e-14,2.4056213178032784
