nu,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
2.1,-4.327628845254362,0.00016332133455345578,-0.790113313018616
3.0,2.8321031690134064,0.00832215195174358,0.5170689302835029
4.0,4.5050465881306225,0.00010012861196293776,0.8225052129769425
10.0,13.228255379848628,8.194935315801822e-14,2.4151379559940542
50.0,42.29707087222922,1.290554336691574e-27,7.722353277704885
