nu,sampler,wasserstein_distance,swd_zscore,r_hat,ess,runtime
1,Metro,3.3693011140090214,-0.26223685223011967,1.048593919361242,345.1660901799679,3.7609636783599854
2,Metro,1.2787155246636341,23.842831192509472,1.0409850147509283,394.2304194773178,4.40448260307312
5,Metro,0.5722578500873725,16.110258052879008,1.0161845352487002,228.6685446349773,4.331093788146973
10,Metro,0.7283453369791666,17.678223036047925,1.0348843906267515,226.03836062115352,4.409426212310791
