nu,sampler,wasserstein_distance,swd_zscore,r_hat,ess,runtime
1,HMC,1.8308533151598891,-0.467388002367554,1.0374037621173442,319.7408206378486,9.500130653381348
2,HMC,0.3447003777684648,4.325130444880972,1.0379485146584149,222.62494428947392,7.998811721801758
5,HMC,0.4763729758309155,13.059905116557072,1.1018554295230778,75.5136313784756,7.095305681228638
10,HMC,0.9156603032050861,22.85505952351835,1.0882397757842777,84.6979998114893,6.702369451522827
