correlation,ws_t_stat,ws_p_value,ws_paired_cohens_d
0.0,5.987691864546674,9.217015436767482e-06,1.3388886037448826
0.3,8.640289011554176,5.243165084834129e-08,1.93202735750796
0.5,6.451698132497552,3.4873227762245223e-06,1.442643559457297
0.9,4.704522737100845,0.00015433886394432714,1.051963264185086
0.99,4.985739109168728,8.207276368642609e-05,1.114845156618052
