run_id,mu,sampler,wasserstein_distance,mmd_rff,swd_zscore,r_hat,ess,runtime
14,"(10, 10)",DEMetro,0.7613201950952981,0.06605397143083841,16.548441461607027,1.0464582563941944,127.79237538412877,3.799341917037964
14,"(20, 20)",DEMetro,1.3590554834688562,0.07956408998109073,14.666396370774557,1.1327142520217415,71.32754734863833,3.4284775257110596
14,"(5, 5)",DEMetro,0.09324158402987087,0.029105209342798092,2.6714728948962083,1.0142979042396252,418.57840101797564,3.6346559524536133
14,"(50, 10)",DEMetro,0.5759167497176773,0.04286985966730676,2.7787869461275343,1.550150210383717,10.865917161284798,3.3965775966644287
