a,sampler,wasserstein_distance,r_hat,ess,runtime
1,Metro,0.11049291075677689,1.0062375021521421,3475.938306323294,5.890071153640747
2,Metro,0.12218009495257154,1.0065010971238044,3590.154177995214,6.176878929138184
3,Metro,0.16053678502211088,1.009345145776957,2197.292632386428,6.087090969085693
5,Metro,0.22245622994135633,1.0114527539385252,2150.0411955665368,6.03408670425415
